SKU;Modelo;MAE;RMSE;MAPE;teste_constante;cv_teste
MK390;SARIMA Mensal (m=30);1.8333333333333333;1.8708286933869707;18.181818181818183;nao;3.73
MK390;ARIMA Simples;1.8333333333333333;1.8708286933869707;18.181818181818183;nao;3.73
MK390;Media Movel (7 dias);1.8333333333333333;1.8708286933869707;18.181818181818183;nao;3.73
MK390;Suavizacao Exponencial;1.5417995610655673;1.6816933329755748;15.340228945158735;nao;3.73
10656;SARIMA Mensal (m=30);0.0;0.0;0.0;sim;0.00
10656;ARIMA Simples;0.0;0.0;0.0;sim;0.00
10656;Media Movel (7 dias);0.0;0.0;0.0;sim;0.00
10656;Suavizacao Exponencial;0.49505644221701695;0.5514494144054659;1.9802257688680676;sim;0.00
MK362;SARIMA Mensal (m=30);24.633333630535155;27.37578031719783;246.58119903368606;nao;69.94
MK362;ARIMA Simples;24.633333630535155;27.37578031719783;246.58119903368606;nao;69.94
MK362;Media Movel (7 dias);24.633333333333333;27.37578004976905;246.5811965811966;nao;69.94
MK362;Suavizacao Exponencial;24.45256290421381;27.198561065621984;245.292947259433;nao;69.94
MK326;SARIMA Mensal (m=30);28.566666666666666;34.6135811496008;15.024135277466726;nao;9.63
MK326;ARIMA Simples;28.566666666666666;34.6135811496008;15.024135277466726;nao;9.63
MK326;Media Movel (7 dias);32.85238095238093;38.22727416120482;17.121839872192563;nao;9.63
MK326;Suavizacao Exponencial;31.82377727923587;37.637675663869146;16.624190178357594;nao;9.63
7437;SARIMA Mensal (m=30);0.0;0.0;0.0;sim;0.00
7437;ARIMA Simples;0.0;0.0;0.0;sim;0.00
7437;Media Movel (7 dias);0.0;0.0;0.0;sim;0.00
7437;Suavizacao Exponencial;0.07853886911580507;0.10433203703284864;1.5707773823161013;sim;0.00
792502;SARIMA Mensal (m=30);0.0;0.0;0.0;sim;0.00
792502;ARIMA Simples;0.0;0.0;0.0;sim;0.00
792502;Media Movel (7 dias);0.0;0.0;0.0;sim;0.00
792502;Suavizacao Exponencial;0.09931454210759706;0.10913765173611888;3.3104847369199017;sim;0.00
MK423-1;SARIMA Mensal (m=30);0.06471842102305081;0.07412528122164337;3.2359210511525403;sim;0.00
MK423-1;ARIMA Simples;0.06471842102305081;0.07412528122164337;3.2359210511525403;sim;0.00
MK423-1;Media Movel (7 dias);0.0;0.0;0.0;sim;0.00
MK423-1;Suavizacao Exponencial;0.025338288573450878;0.029789211152223608;1.2669144286725438;sim;0.00
791939;SARIMA Mensal (m=30);0.4;0.6324555320336759;10.0;nao;10.83
791939;ARIMA Simples;0.4;0.6324555320336759;10.0;nao;10.83
791939;Media Movel (7 dias);0.4;0.6324555320336759;10.0;nao;10.83
791939;Suavizacao Exponencial;0.4409541667006219;0.6305267560466176;10.775324983803264;nao;10.83
MK382;SARIMA Mensal (m=30);1.4;1.6733200530681511;10.787545787545787;nao;6.85
MK382;ARIMA Simples;1.4;1.6733200530681511;10.787545787545787;nao;6.85
MK382;Media Movel (7 dias);1.9714285714285709;2.1740585576853486;15.008023722309439;nao;6.85
MK382;Suavizacao Exponencial;1.2233679460745674;1.5556926725160756;9.432306492858626;nao;6.85
2854;SARIMA Mensal (m=30);0.0;0.0;0.0;sim;0.00
2854;ARIMA Simples;0.0;0.0;0.0;sim;0.00
2854;Media Movel (7 dias);0.0;0.0;0.0;sim;0.00
2854;Suavizacao Exponencial;0.16914111538384083;0.20766406364163217;2.1142639422980105;sim;0.00
791304;SARIMA Mensal (m=30);0.0;0.0;0.0;sim;0.00
791304;ARIMA Simples;0.0;0.0;0.0;sim;0.00
791304;Media Movel (7 dias);0.0;0.0;0.0;sim;0.00
791304;Suavizacao Exponencial;0.03892508427433044;0.04915407628274253;0.4325009363814494;sim;0.00
MK448;SARIMA Mensal (m=30);0.0;0.0;0.0;sim;0.00
MK448;ARIMA Simples;0.0;0.0;0.0;sim;0.00
MK448;Media Movel (7 dias);0.0;0.0;0.0;sim;0.00
MK448;Suavizacao Exponencial;0.18892365305123532;0.23456259187716944;2.698909329303362;sim;0.00
MK441;SARIMA Mensal (m=30);0.0;0.0;0.0;sim;0.00
MK441;ARIMA Simples;0.0;0.0;0.0;sim;0.00
MK441;Media Movel (7 dias);0.0;0.0;0.0;sim;0.00
MK441;Suavizacao Exponencial;0.17232230766271575;0.21396782437949524;1.9146923073635087;sim;0.00
2895;SARIMA Mensal (m=30);0.0;0.0;0.0;sim;0.00
2895;ARIMA Simples;0.0;0.0;0.0;sim;0.00
2895;Media Movel (7 dias);0.0;0.0;0.0;sim;0.00
2895;Suavizacao Exponencial;0.11291902156808034;0.13327579901760145;2.2583804313616067;sim;0.00
4747;SARIMA Mensal (m=30);0.0;0.0;0.0;sim;0.00
4747;ARIMA Simples;0.0;0.0;0.0;sim;0.00
4747;Media Movel (7 dias);0.0;0.0;0.0;sim;0.00
4747;Suavizacao Exponencial;0.1432266362768699;0.16772501136357165;2.046094803955284;sim;0.00
2759;SARIMA Mensal (m=30);0.0;0.0;0.0;sim;0.00
2759;ARIMA Simples;0.0;0.0;0.0;sim;0.00
2759;Media Movel (7 dias);0.0;0.0;0.0;sim;0.00
2759;Suavizacao Exponencial;0.16573683131201378;0.19404557454937282;5.524561043733792;sim;0.00
811078;SARIMA Mensal (m=30);181.3860424720589;210.47342655658403;1.8153076995311486;nao;168.67
811078;ARIMA Simples;181.3860424720589;210.47342655658403;1.8153076995311486;nao;168.67
811078;Media Movel (7 dias);218.85714285714286;243.23332209956726;17.857142857142847;nao;168.67
811078;Suavizacao Exponencial;182.0381018628388;211.43498325245417;1.945942149092931;nao;168.67
0907;SARIMA Mensal (m=30);0.7666666666666667;0.8755950357709131;2.072072072072072;nao;1.16
0907;ARIMA Simples;0.7666666666666667;0.8755950357709131;2.072072072072072;nao;1.16
0907;Media Movel (7 dias);0.7666666666666667;0.8755950357709131;2.072072072072072;nao;1.16
0907;Suavizacao Exponencial;0.8537251839934259;1.0335098873467359;2.304707370908105;nao;1.16
MK268;SARIMA Mensal (m=30);2.6;2.792848008753788;15.294117647058824;nao;5.96
MK268;ARIMA Simples;2.6;2.792848008753788;15.294117647058824;nao;5.96
MK268;Media Movel (7 dias);2.7428571428571416;2.9263057437872835;16.11764705882353;nao;5.96
MK268;Suavizacao Exponencial;3.2769098500381024;3.5246170026417474;19.260999984672875;nao;5.96
791676;SARIMA Mensal (m=30);2.033333333333333;3.5449494589721118;8.543478260869565;nao;10.56
791676;ARIMA Simples;2.033333333333333;3.5449494589721118;8.543478260869565;nao;10.56
791676;Media Movel (7 dias);2.033333333333333;3.5449494589721118;8.543478260869565;nao;10.56
791676;Suavizacao Exponencial;2.5073197384896106;3.637462687883731;10.139440285133052;nao;10.56
XK103;SARIMA Mensal (m=30);0.0;0.0;0.0;sim;0.00
XK103;ARIMA Simples;0.0;0.0;0.0;sim;0.00
XK103;Media Movel (7 dias);0.0;0.0;0.0;sim;0.00
XK103;Suavizacao Exponencial;0.07951558299483416;0.09890524037662808;1.987889574870854;sim;0.00
791901;SARIMA Mensal (m=30);0.0;0.0;0.0;sim;0.00
791901;ARIMA Simples;0.0;0.0;0.0;sim;0.00
791901;Media Movel (7 dias);0.0;0.0;0.0;sim;0.00
791901;Suavizacao Exponencial;0.10479049640764447;0.11843856100627094;5.239524820382224;sim;0.00
10841;SARIMA Mensal (m=30);12.366666666666667;15.65779890874406;45.30484782344172;nao;27.41
10841;ARIMA Simples;12.366666666666667;15.65779890874406;45.30484782344172;nao;27.41
10841;Media Movel (7 dias);12.938095238095233;16.11293054078757;47.03466744038745;nao;27.41
10841;Suavizacao Exponencial;11.31590861640196;14.341469971698617;41.558055253346446;nao;27.41
792503;SARIMA Mensal (m=30);0.0;0.0;0.0;sim;0.00
792503;ARIMA Simples;0.0;0.0;0.0;sim;0.00
792503;Media Movel (7 dias);0.0;0.0;0.0;sim;0.00
792503;Suavizacao Exponencial;0.07842470002182995;0.09622363430247224;2.6141566673943317;sim;0.00
790707;SARIMA Mensal (m=30);0.0;0.0;0.0;sim;0.00
790707;ARIMA Simples;0.0;0.0;0.0;sim;0.00
790707;Media Movel (7 dias);0.0;0.0;0.0;sim;0.00
790707;Suavizacao Exponencial;0.09161323802416926;0.10231926782277334;2.2903309506042318;sim;0.00
790772;SARIMA Mensal (m=30);0.0;0.0;0.0;sim;0.00
790772;ARIMA Simples;0.0;0.0;0.0;sim;0.00
790772;Media Movel (7 dias);0.0;0.0;0.0;sim;0.00
790772;Suavizacao Exponencial;0.8637522412684281;1.0367123064142076;14.395870687807138;sim;0.00
MK404;SARIMA Mensal (m=30);4.333333333333333;4.905778905196061;7.296352799220365;nao;3.86
MK404;ARIMA Simples;4.333333333333333;4.905778905196061;7.296352799220365;nao;3.86
MK404;Media Movel (7 dias);5.761904761904767;6.203904848895547;9.654514399203237;nao;3.86
MK404;Suavizacao Exponencial;6.668692326373122;7.376612898855894;11.16958450705995;nao;3.86
2865;SARIMA Mensal (m=30);0.0;0.0;0.0;sim;0.00
2865;ARIMA Simples;0.0;0.0;0.0;sim;0.00
2865;Media Movel (7 dias);0.0;0.0;0.0;sim;0.00
2865;Suavizacao Exponencial;0.272658144559168;0.339076242237409;4.544302409319466;sim;0.00
899515;SARIMA Mensal (m=30);3.0;3.444802848737017;8.101573233152179;nao;4.53
899515;ARIMA Simples;3.0;3.444802848737017;8.101573233152179;nao;4.53
899515;Media Movel (7 dias);3.2857142857142834;3.696293418279128;8.85489430097902;nao;4.53
899515;Suavizacao Exponencial;3.21451775758062;3.606508515360841;8.633354866645963;nao;4.53
2796;SARIMA Mensal (m=30);0.0;0.0;0.0;sim;0.00
2796;ARIMA Simples;0.0;0.0;0.0;sim;0.00
2796;Media Movel (7 dias);0.0;0.0;0.0;sim;0.00
2796;Suavizacao Exponencial;0.10503560441088625;0.13597464031276418;2.6258901102721564;sim;0.00
XK110;SARIMA Mensal (m=30);0.0;0.0;0.0;sim;0.00
XK110;ARIMA Simples;0.0;0.0;0.0;sim;0.00
XK110;Media Movel (7 dias);0.0;0.0;0.0;sim;0.00
XK110;Suavizacao Exponencial;0.13492966738231169;0.15510892310053098;1.927566676890167;sim;0.00
MK366;SARIMA Mensal (m=30);0.0;0.0;0.0;sim;0.00
MK366;ARIMA Simples;0.0;0.0;0.0;sim;0.00
MK366;Media Movel (7 dias);0.0;0.0;0.0;sim;0.00
MK366;Suavizacao Exponencial;0.11539029464418217;0.12869931327100997;3.846343154806073;sim;0.00
1079;SARIMA Mensal (m=30);0.0;0.0;0.0;sim;0.00
1079;ARIMA Simples;0.0;0.0;0.0;sim;0.00
1079;Media Movel (7 dias);0.0;0.0;0.0;sim;0.00
1079;Suavizacao Exponencial;0.18959175284758797;0.22217036877479246;4.739793821189699;sim;0.00
MK361;SARIMA Mensal (m=30);0.0;0.0;0.0;sim;0.00
MK361;ARIMA Simples;0.0;0.0;0.0;sim;0.00
MK361;Media Movel (7 dias);0.0;0.0;0.0;sim;0.00
MK361;Suavizacao Exponencial;0.07367024554957483;0.09316628182749423;2.455674851652494;sim;0.00
1259;SARIMA Mensal (m=30);0.0;0.0;0.0;sim;0.00
1259;ARIMA Simples;0.0;0.0;0.0;sim;0.00
1259;Media Movel (7 dias);0.0;0.0;0.0;sim;0.00
1259;Suavizacao Exponencial;0.21083547256737456;0.2761747700250765;4.216709451347492;sim;0.00
792430;SARIMA Mensal (m=30);0.06666666666666667;0.2581988897471611;0.0;nao;27.18
792430;ARIMA Simples;0.06666666666666667;0.2581988897471611;0.0;nao;27.18
792430;Media Movel (7 dias);0.06666666666666667;0.2581988897471611;0.0;nao;27.18
792430;Suavizacao Exponencial;0.23390810248272367;0.34591301058813173;17.91133013888863;nao;27.18
791091;SARIMA Mensal (m=30);0.5813190311996663;0.6693892447716849;58.13190311996663;sim;0.00
791091;ARIMA Simples;0.5813190311996663;0.6693892447716849;58.13190311996663;sim;0.00
791091;Media Movel (7 dias);0.0;0.0;0.0;sim;0.00
791091;Suavizacao Exponencial;0.7810379056291494;0.8661839330082853;78.10379056291494;sim;0.00
10801;SARIMA Mensal (m=30);0.0;0.0;0.0;sim;0.00
10801;ARIMA Simples;0.0;0.0;0.0;sim;0.00
10801;Media Movel (7 dias);0.0;0.0;0.0;sim;0.00
10801;Suavizacao Exponencial;0.13793489553674038;0.15161030930534375;2.7586979107348077;sim;0.00
10827;SARIMA Mensal (m=30);0.41807611240242526;0.479528922029276;5.9725158914632175;sim;0.00
10827;ARIMA Simples;0.41807611240242526;0.479528922029276;5.9725158914632175;sim;0.00
10827;Media Movel (7 dias);0.0;0.0;0.0;sim;0.00
10827;Suavizacao Exponencial;0.25013240773348694;0.2639089874208318;3.573320110478385;sim;0.00
2822;SARIMA Mensal (m=30);0.0;0.0;0.0;sim;0.00
2822;ARIMA Simples;0.0;0.0;0.0;sim;0.00
2822;Media Movel (7 dias);0.0;0.0;0.0;sim;0.00
2822;Suavizacao Exponencial;0.13170468817292066;0.15958025184359365;4.390156272430689;sim;0.00
5518;SARIMA Mensal (m=30);0.19415564104756972;0.22237627658273063;9.707782052378485;sim;0.00
5518;ARIMA Simples;0.19415564104756972;0.22237627658273063;9.707782052378485;sim;0.00
5518;Media Movel (7 dias);0.0;0.0;0.0;sim;0.00
5518;Suavizacao Exponencial;0.032380757079137526;0.04238867828859848;1.6190378539568764;sim;0.00
791678;SARIMA Mensal (m=30);0.0;0.0;0.0;sim;0.00
791678;ARIMA Simples;0.0;0.0;0.0;sim;0.00
791678;Media Movel (7 dias);0.0;0.0;0.0;sim;0.00
791678;Suavizacao Exponencial;0.2345444704867955;0.2783721212281276;5.863611762169888;sim;0.00
10821;SARIMA Mensal (m=30);1.5990513633600494;1.750114576137767;22.60553036084498;nao;9.78
10821;ARIMA Simples;1.5990513633600494;1.750114576137767;22.60553036084498;nao;9.78
10821;Media Movel (7 dias);1.6;1.7511900715418263;22.619047619047617;nao;9.78
10821;Suavizacao Exponencial;1.8059048987585513;1.9704099728724538;25.510629724289014;nao;9.78
MK367;SARIMA Mensal (m=30);0.1;0.31622776601683794;1.6666666666666667;nao;4.42
MK367;ARIMA Simples;0.1;0.31622776601683794;1.6666666666666667;nao;4.42
MK367;Media Movel (7 dias);0.1;0.31622776601683794;1.6666666666666667;nao;4.42
MK367;Suavizacao Exponencial;1.1022296183283158;1.2699344070937117;16.00163612682999;nao;4.42
0364;SARIMA Mensal (m=30);0.614822546972931;0.7041873623514928;15.370563674323275;sim;0.00
0364;ARIMA Simples;0.614822546972931;0.7041873623514928;15.370563674323275;sim;0.00
0364;Media Movel (7 dias);0.0;0.0;0.0;sim;0.00
0364;Suavizacao Exponencial;0.09631802207855382;0.12717506846152915;2.4079505519638453;sim;0.00
2861;SARIMA Mensal (m=30);0.0;0.0;0.0;sim;0.00
2861;ARIMA Simples;0.0;0.0;0.0;sim;0.00
2861;Media Movel (7 dias);0.0;0.0;0.0;sim;0.00
2861;Suavizacao Exponencial;0.18369470015957332;0.25397249508525716;1.669951819632485;sim;0.00
4017;SARIMA Mensal (m=30);0.0;0.0;nan;sim;0.00
4017;ARIMA Simples;0.0;0.0;nan;sim;0.00
4017;Media Movel (7 dias);0.0;0.0;nan;sim;0.00
4017;Suavizacao Exponencial;0.0;0.0;nan;sim;0.00
792475;SARIMA Mensal (m=30);0.0;0.0;0.0;sim;0.00
792475;ARIMA Simples;0.0;0.0;0.0;sim;0.00
792475;Media Movel (7 dias);0.0;0.0;0.0;sim;0.00
792475;Suavizacao Exponencial;0.1471635426707548;0.2049364565380732;4.905451422358493;sim;0.00
790723;SARIMA Mensal (m=30);0.8666666666666667;0.9660917830792959;29.999999999999993;nao;13.86
790723;ARIMA Simples;0.8666666666666667;0.9660917830792959;29.999999999999993;nao;13.86
790723;Media Movel (7 dias);0.8666666666666667;0.9660917830792959;29.999999999999993;nao;13.86
790723;Suavizacao Exponencial;0.8759757039337395;0.9781432868435757;30.273595574731786;nao;13.86
10820;SARIMA Mensal (m=30);0.29310493010295086;0.33516242168566535;2.66459027366319;sim;0.00
10820;ARIMA Simples;0.29310493010295086;0.33516242168566535;2.66459027366319;sim;0.00
10820;Media Movel (7 dias);0.0;0.0;0.0;sim;0.00
10820;Suavizacao Exponencial;0.17460826402493682;0.1967083574683231;1.5873478547721531;sim;0.00
10825;SARIMA Mensal (m=30);0.0;0.0;0.0;sim;0.00
10825;ARIMA Simples;0.0;0.0;0.0;sim;0.00
10825;Media Movel (7 dias);0.0;0.0;0.0;sim;0.00
10825;Suavizacao Exponencial;0.25358126811499204;0.3091040648677844;1.4916545183234824;sim;0.00
7267;SARIMA Mensal (m=30);0.3398346901314158;0.38952764695413544;33.98346901314158;sim;0.00
7267;ARIMA Simples;0.2912317356523725;0.33356243809178426;29.12317356523725;sim;0.00
7267;Media Movel (7 dias);0.0;0.0;0.0;sim;0.00
7267;Suavizacao Exponencial;0.08667812048682132;0.10563948818930516;8.667812048682132;sim;0.00
MK433;SARIMA Mensal (m=30);0.0;0.0;0.0;sim;0.00
MK433;ARIMA Simples;0.0;0.0;0.0;sim;0.00
MK433;Media Movel (7 dias);0.0;0.0;0.0;sim;0.00
MK433;Suavizacao Exponencial;0.2851944922788597;0.3854322647863271;2.851944922788596;sim;0.00
0863;SARIMA Mensal (m=30);0.0;0.0;0.0;sim;0.00
0863;ARIMA Simples;0.0;0.0;0.0;sim;0.00
0863;Media Movel (7 dias);0.0;0.0;0.0;sim;0.00
0863;Suavizacao Exponencial;0.16067342447087737;0.2017940707426312;4.016835611771934;sim;0.00
10842;SARIMA Mensal (m=30);0.33518056948042435;0.3854011427164288;3.7242285497824925;sim;0.00
10842;ARIMA Simples;0.33518056948042435;0.3854011427164288;3.7242285497824925;sim;0.00
10842;Media Movel (7 dias);0.0;0.0;0.0;sim;0.00
10842;Suavizacao Exponencial;0.2239223056912291;0.24483754004054584;2.488025618791435;sim;0.00
7361;SARIMA Mensal (m=30);0.0;0.0;0.0;sim;0.00
7361;ARIMA Simples;0.0;0.0;0.0;sim;0.00
7361;Media Movel (7 dias);0.0;0.0;0.0;sim;0.00
7361;Suavizacao Exponencial;0.37483209815507823;0.4821796581184918;5.354744259358262;sim;0.00
MK394;SARIMA Mensal (m=30);1.6333333333333333;1.7224014243685084;31.66666666666667;nao;10.36
MK394;ARIMA Simples;1.6333333333333333;1.7224014243685084;31.66666666666667;nao;10.36
MK394;Media Movel (7 dias);1.6333333333333333;1.7224014243685084;31.66666666666667;nao;10.36
MK394;Suavizacao Exponencial;1.5471733848936577;1.6196456038295084;29.919800216553387;nao;10.36
899001;SARIMA Mensal (m=30);2.1;2.1984843263788196;11.242690058479528;nao;3.50
899001;ARIMA Simples;2.1;2.1984843263788196;11.242690058479528;nao;3.50
899001;Media Movel (7 dias);2.671428571428572;2.749520675604793;14.269702032859938;nao;3.50
899001;Suavizacao Exponencial;2.418485443962453;2.577598421054706;12.947380805858625;nao;3.50
7824;SARIMA Mensal (m=30);0.6917700140174309;0.8774008428081917;6.269771551919566;nao;3.11
7824;ARIMA Simples;1.227382319334876;1.4243929648759395;11.093134584829333;nao;3.11
7824;Media Movel (7 dias);2.5809523809523798;2.603242352970487;23.29004329004328;nao;3.11
7824;Suavizacao Exponencial;0.8134358445756222;1.047237219695922;7.369959450302351;nao;3.11
791288;SARIMA Mensal (m=30);0.23103764556080572;0.321841333188003;2.730909247133231;nao;4.29
791288;ARIMA Simples;0.22671024543520588;0.32214675576465895;2.6845639521778777;nao;4.29
791288;Media Movel (7 dias);0.16666666666666666;0.408248290463863;2.083333333333333;nao;4.29
791288;Suavizacao Exponencial;0.19912032037095298;0.3970062499852027;2.435597214937435;nao;4.29
791680;SARIMA Mensal (m=30);0.6666666666666666;0.816496580927726;16.666666666666664;nao;11.06
791680;ARIMA Simples;0.6666666666666666;0.816496580927726;16.666666666666664;nao;11.06
791680;Media Movel (7 dias);0.6666666666666666;0.816496580927726;16.666666666666664;nao;11.06
791680;Suavizacao Exponencial;0.5927045998049963;0.7178996846761332;14.64167106783773;nao;11.06
790875;SARIMA Mensal (m=30);1.6333333333333333;1.7795130420052185;26.984126984126977;nao;11.28
790875;ARIMA Simples;1.6333333333333333;1.7795130420052185;26.984126984126977;nao;11.28
790875;Media Movel (7 dias);1.6333333333333333;1.7795130420052185;26.984126984126977;nao;11.28
790875;Suavizacao Exponencial;1.504458059021329;1.6489682246927115;24.837156470597087;nao;11.28
792510;SARIMA Mensal (m=30);0.0;0.0;0.0;sim;0.00
792510;ARIMA Simples;0.0;0.0;0.0;sim;0.00
792510;Media Movel (7 dias);0.0;0.0;0.0;sim;0.00
792510;Suavizacao Exponencial;0.25941239627034296;0.30663923434339574;2.1617699689195247;sim;0.00
7266;SARIMA Mensal (m=30);0.0;0.0;0.0;sim;0.00
7266;ARIMA Simples;0.0;0.0;0.0;sim;0.00
7266;Media Movel (7 dias);0.0;0.0;0.0;sim;0.00
7266;Suavizacao Exponencial;0.17820942149831034;0.24019858100230765;17.820942149831033;sim;0.00
0902-1;SARIMA Mensal (m=30);0.0;0.0;0.0;sim;0.00
0902-1;ARIMA Simples;0.0;0.0;0.0;sim;0.00
0902-1;Media Movel (7 dias);0.0;0.0;0.0;sim;0.00
0902-1;Suavizacao Exponencial;0.03486761515328802;0.04822022628175307;1.743380757664401;sim;0.00
2976;SARIMA Mensal (m=30);3.8;4.774934554525329;15.200000000000005;nao;10.81
2976;ARIMA Simples;3.8;4.774934554525329;15.200000000000005;nao;10.81
2976;Media Movel (7 dias);3.8;4.774934554525329;15.200000000000005;nao;10.81
2976;Suavizacao Exponencial;4.160915937785248;5.094405055164186;16.553550319599857;nao;10.81
790708;SARIMA Mensal (m=30);0.7333333333333333;0.9660917830792959;3.0917874396135256;nao;2.64
790708;ARIMA Simples;0.7333333333333333;0.9660917830792959;3.0917874396135256;nao;2.64
790708;Media Movel (7 dias);0.7333333333333333;0.9660917830792959;3.0917874396135256;nao;2.64
790708;Suavizacao Exponencial;3.191423845687777;3.4223148043261733;13.108811622986588;nao;2.64
MK181;SARIMA Mensal (m=30);0.0;0.0;0.0;sim;0.00
MK181;ARIMA Simples;0.0;0.0;0.0;sim;0.00
MK181;Media Movel (7 dias);0.0;0.0;0.0;sim;0.00
MK181;Suavizacao Exponencial;0.1873318804295784;0.21967423272257725;9.366594021478921;sim;0.00
Mk231;SARIMA Mensal (m=30);0.0;0.0;0.0;sim;0.00
Mk231;ARIMA Simples;0.0;0.0;0.0;sim;0.00
Mk231;Media Movel (7 dias);0.0;0.0;0.0;sim;0.00
Mk231;Suavizacao Exponencial;0.17364049571424517;0.22827723559483717;2.894008261904086;sim;0.00
2971;SARIMA Mensal (m=30);0.0;0.0;0.0;sim;0.00
2971;ARIMA Simples;0.0;0.0;0.0;sim;0.00
2971;Media Movel (7 dias);0.0;0.0;0.0;sim;0.00
2971;Suavizacao Exponencial;0.8272616044161685;0.9869062093503349;6.363550803201296;sim;0.00
1176-2;SARIMA Mensal (m=30);0.0;0.0;nan;sim;0.00
1176-2;ARIMA Simples;0.0;0.0;nan;sim;0.00
1176-2;Media Movel (7 dias);0.0;0.0;nan;sim;0.00
1176-2;Suavizacao Exponencial;0.00015898222198355226;0.0008707814922268528;nan;sim;0.00
1354-2;SARIMA Mensal (m=30);0.0;0.0;nan;sim;0.00
1354-2;ARIMA Simples;0.0;0.0;nan;sim;0.00
1354-2;Media Movel (7 dias);0.0;0.0;nan;sim;0.00
1354-2;Suavizacao Exponencial;0.0;0.0;nan;sim;0.00
2857;SARIMA Mensal (m=30);0.0;0.0;0.0;sim;0.00
2857;ARIMA Simples;0.0;0.0;0.0;sim;0.00
2857;Media Movel (7 dias);0.5714285714285711;0.5714285714285713;14.285714285714276;sim;0.00
2857;Suavizacao Exponencial;0.30835825181897947;0.3832199612740369;7.708956295474486;sim;0.00
792528;SARIMA Mensal (m=30);0.6666666666666666;1.1547005383792515;6.666666666666667;nao;8.46
792528;ARIMA Simples;0.6666666666666666;1.1547005383792515;6.666666666666667;nao;8.46
792528;Media Movel (7 dias);1.5238095238095246;1.7918940687835034;14.285714285714288;nao;8.46
792528;Suavizacao Exponencial;0.8669964706951218;1.2720201584037591;8.417760051284539;nao;8.46
811076;SARIMA Mensal (m=30);8.0;21.908902300206645;44.44444444444445;nao;29.64
811076;ARIMA Simples;8.0;21.908902300206645;44.44444444444445;nao;29.64
811076;Media Movel (7 dias);42.28571428571429;46.947647786157106;107.93650793650794;nao;29.64
811076;Suavizacao Exponencial;11.63946128842055;23.477014653408173;50.88080073408842;nao;29.64
2080;SARIMA Mensal (m=30);0.07174461252906994;0.08217273375629816;1.4348922505813988;sim;0.00
2080;ARIMA Simples;0.07174461252906994;0.08217273375629816;1.4348922505813988;sim;0.00
2080;Media Movel (7 dias);0.0;0.0;0.0;sim;0.00
2080;Suavizacao Exponencial;0.1426840637344052;0.19871140791375566;2.8536812746881046;sim;0.00
791840;SARIMA Mensal (m=30);1.4;1.7888543819998317;30.0;nao;20.22
791840;ARIMA Simples;1.4;1.7888543819998317;30.0;nao;20.22
791840;Media Movel (7 dias);1.5428571428571436;1.902737018945421;32.65306122448981;nao;20.22
791840;Suavizacao Exponencial;1.174870649616324;1.538983589632553;24.61970948043472;nao;20.22
899507;SARIMA Mensal (m=30);16.066666666666666;20.220451692943623;28.05346582627054;nao;18.66
899507;ARIMA Simples;16.066666666666666;20.220451692943623;28.05346582627054;nao;18.66
899507;Media Movel (7 dias);18.638095238095232;22.318321688540944;32.020698846705784;nao;18.66
899507;Suavizacao Exponencial;19.003043961655024;22.348517440135666;32.41136702091155;nao;18.66
MK425;SARIMA Mensal (m=30);0.0;0.0;nan;sim;0.00
MK425;ARIMA Simples;0.0;0.0;nan;sim;0.00
MK425;Media Movel (7 dias);0.0;0.0;nan;sim;0.00
MK425;Suavizacao Exponencial;0.16387669208296626;0.31008404577517;nan;sim;0.00
MK402;SARIMA Mensal (m=30);0.13333333333333333;0.3651483716701107;6.666666666666667;nao;12.06
MK402;ARIMA Simples;0.13333333333333333;0.3651483716701107;6.666666666666667;nao;12.06
MK402;Media Movel (7 dias);0.13333333333333333;0.3651483716701107;6.666666666666667;nao;12.06
MK402;Suavizacao Exponencial;0.32379945378934827;0.43872949772287495;13.038041044422991;nao;12.06
899551;SARIMA Mensal (m=30);3.3333333333333335;5.773502691896258;9.52380952380952;nao;11.51
899551;ARIMA Simples;3.3333333333333335;5.773502691896258;9.52380952380952;nao;11.51
899551;Media Movel (7 dias);3.3333333333333335;5.773502691896258;9.52380952380952;nao;11.51
899551;Suavizacao Exponencial;4.941858723989593;6.15672076386835;13.079833537618407;nao;11.51
792427;SARIMA Mensal (m=30);1.0666666666666667;1.4142135623730951;2.4179782319317207;nao;2.10
792427;ARIMA Simples;1.0666666666666667;1.4142135623730951;2.4179782319317207;nao;2.10
792427;Media Movel (7 dias);1.638095238095236;1.8829705869430118;3.690251253446396;nao;2.10
792427;Suavizacao Exponencial;1.738756937291544;2.1248123511861894;3.9030613058265606;nao;2.10
2817;SARIMA Mensal (m=30);0.1731516202351361;0.19655314885861982;4.328790505878403;sim;0.00
2817;ARIMA Simples;0.0;0.0;0.0;sim;0.00
2817;Media Movel (7 dias);0.0;0.0;0.0;sim;0.00
2817;Suavizacao Exponencial;0.6457483476598338;0.8455891727681656;16.143708691495846;sim;0.00
MK421;SARIMA Mensal (m=30);0.0;0.0;0.0;sim;0.00
MK421;ARIMA Simples;0.0;0.0;0.0;sim;0.00
MK421;Media Movel (7 dias);0.0;0.0;0.0;sim;0.00
MK421;Suavizacao Exponencial;0.46975488921208813;0.5621972471016832;11.743872230302204;sim;0.00
MK416;SARIMA Mensal (m=30);0.0;0.0;0.0;sim;0.00
MK416;ARIMA Simples;0.0;0.0;0.0;sim;0.00
